score_1;score_2;protein_name_1;protein_name_2;comments
1.0;0.0;P41968;Q9NYM4;
1.0;0.0;P43116;Q9NYM4;
1.0;0.0;P43119;Q9NYM4;
1.0;0.0;P47871;Q9NYM4;
1.0;0.0;P47872;Q9NYM4;
1.0;0.0;P49190;Q9NYM4;
1.0;0.0;P50406;Q9NYM4;
1.0;0.0;Q01718;Q9NYM4;
1.0;0.0;Q01726;Q9NYM4;
1.0;0.0;Q02643;Q9NYM4;
1.0;0.0;Q03431;Q9NYM4;
1.0;0.0;Q13258;Q9NYM4;
1.0;0.0;Q13324;Q9NYM4;
1.0;0.0;Q13639;Q9NYM4;
1.0;0.0;Q14439;Q9NYM4;
1.0;0.0;Q6W5P4;Q9NYM4;
1.0;0.0;Q8NGU9;Q9NYM4;
1.0;0.0;Q8TDU6;Q9NYM4;
1.0;0.0;Q8WXD0;Q9NYM4;
1.0;0.0;Q96G91;Q9NYM4;
1.0;0.0;Q96RJ0;Q9NYM4;
1.0;0.0;Q99678;Q9NYM4;
1.0;0.0;Q9HBX9;Q9NYM4;
1.0;0.0;Q9NQS5;Q9NYM4;
1.0;0.0;Q9NS67;Q9NYM4;
1.0;0.0;O95467;Q9NYM4;
1.0;0.0;P01185;Q9NYM4;
1.0;0.0;P01189;Q9NYM4;
1.0;0.0;P01215;Q9NYM4;
1.0;0.0;P01222;Q9NYM4;
1.0;0.0;P01225;Q9NYM4;
1.0;0.0;P01229;Q9NYM4;
1.0;0.0;P01258;Q9NYM4;
1.0;0.0;P01270;Q9NYM4;
1.0;0.0;P01275;Q9NYM4;
1.0;0.0;P01282;Q9NYM4;
1.0;0.0;P01286;Q9NYM4;
1.0;0.0;P04090;Q9NYM4;
1.0;0.0;P06850;Q9NYM4;
1.0;0.0;P06881;Q9NYM4;
1.0;0.0;P09681;Q9NYM4;
1.0;0.0;P09683;Q9NYM4;
1.0;0.0;P0C0P6;Q9NYM4;
1.0;0.0;P10092;Q9NYM4;
1.0;0.0;P10997;Q9NYM4;
1.0;0.0;P12272;Q9NYM4;
1.0;0.0;P18509;Q9NYM4;
1.0;0.0;P35318;Q9NYM4;
1.0;0.0;P51460;Q9NYM4;
1.0;0.0;Q7Z4H4;Q9NYM4;
1.0;0.0;Q8WXF3;Q9NYM4;
1.0;0.0;Q96A98;Q9NYM4;
1.0;0.0;O00155;Q9Y5Y3;
1.0;0.0;O75388;Q9Y5Y3;
1.0;0.0;O95838;Q9Y5Y3;
0.15;0.0648;P06241;Q9Y5Y3;
1.0;0.0;P07550;Q9Y5Y3;
1.0;0.0;P08588;Q9Y5Y3;
1.0;0.0;P13945;Q9Y5Y3;
1.0;0.0;P16473;Q9Y5Y3;
1.0;0.0;P21918;Q9Y5Y3;
1.0;0.0;P22888;Q9Y5Y3;
1.0;0.0;P23945;Q9Y5Y3;
1.0;0.0;P25021;Q9Y5Y3;
1.0;0.0;P29274;Q9Y5Y3;
1.0;0.0;P29275;Q9Y5Y3;
1.0;0.0;P30518;Q9Y5Y3;
1.0;0.0;P30988;Q9Y5Y3;
1.0;0.0;P32241;Q9Y5Y3;
1.0;0.0;P32245;Q9Y5Y3;
1.0;0.0;P33032;Q9Y5Y3;
1.0;0.0;P34969;Q9Y5Y3;
1.0;0.0;P35408;Q9Y5Y3;
1.0;0.0;P41586;Q9Y5Y3;
1.0;0.0;P41587;Q9Y5Y3;
1.0;0.0;P41968;Q9Y5Y3;
1.0;0.0;P43116;Q9Y5Y3;
1.0;0.0;P43119;Q9Y5Y3;
1.0;0.0;P47871;Q9Y5Y3;
1.0;0.0;P47872;Q9Y5Y3;
1.0;0.0;P49190;Q9Y5Y3;
1.0;0.0;P50406;Q9Y5Y3;
1.0;0.0;Q01718;Q9Y5Y3;
1.0;0.0;Q01726;Q9Y5Y3;
1.0;0.0;Q02643;Q9Y5Y3;
1.0;0.0;Q03431;Q9Y5Y3;
1.0;0.0;Q13258;Q9Y5Y3;
1.0;0.0;Q13324;Q9Y5Y3;
1.0;0.0;Q13639;Q9Y5Y3;
1.0;0.0;Q14439;Q9Y5Y3;
1.0;0.0;Q6W5P4;Q9Y5Y3;
1.0;0.0;Q8NGU9;Q9Y5Y3;
1.0;0.0;Q8TDU6;Q9Y5Y3;
1.0;0.0;Q8WXD0;Q9Y5Y3;
1.0;0.0;Q96G91;Q9Y5Y3;
1.0;0.0;Q96RJ0;Q9Y5Y3;
1.0;0.0;Q99678;Q9Y5Y3;
1.0;0.0;Q9HBX9;Q9Y5Y3;
1.0;0.0;Q9NQS5;Q9Y5Y3;
1.0;0.0;Q9NS67;Q9Y5Y3;
1.0;0.0;Q9NYM4;Q9Y5Y3;
1.0;0.0;O95467;Q9Y5Y3;
1.0;0.0;P01185;Q9Y5Y3;
1.0;0.0;P01189;Q9Y5Y3;
1.0;0.0;P01215;Q9Y5Y3;
1.0;0.0;P01222;Q9Y5Y3;
1.0;0.0;P01225;Q9Y5Y3;
1.0;0.0;P01229;Q9Y5Y3;
1.0;0.0;P01258;Q9Y5Y3;
1.0;0.0;P01270;Q9Y5Y3;
1.0;0.0;P01275;Q9Y5Y3;
1.0;0.0;P01282;Q9Y5Y3;
1.0;0.0;P01286;Q9Y5Y3;
1.0;0.0;P04090;Q9Y5Y3;
1.0;0.0;P06850;Q9Y5Y3;
1.0;0.0;P06881;Q9Y5Y3;
1.0;0.0;P09681;Q9Y5Y3;
1.0;0.0;P09683;Q9Y5Y3;
1.0;0.0;P0C0P6;Q9Y5Y3;
1.0;0.0;P10092;Q9Y5Y3;
1.0;0.0;P10997;Q9Y5Y3;
1.0;0.0;P12272;Q9Y5Y3;
1.0;0.0;P18509;Q9Y5Y3;
1.0;0.0;P35318;Q9Y5Y3;
1.0;0.0;P51460;Q9Y5Y3;
1.0;0.0;Q7Z4H4;Q9Y5Y3;
1.0;0.0;Q8WXF3;Q9Y5Y3;
1.0;0.0;Q96A98;Q9Y5Y3;
1.0;0.0;O00155;O95467;
0.171;0.114;O15169;O95467;
1.0;0.0;O43306;O95467;
1.0;0.0;O60266;O95467;
1.0;0.0;O60503;O95467;
1.0;0.0;O75388;O95467;
1.0;0.0;O00155;P01185;
1.0;0.0;O00254;P01185;
1.0;0.0;O00398;P01185;
1.0;0.0;O14842;P01185;
1.0;0.0;O14843;P01185;
1.0;0.0;O15056;P01185;
1.0;0.0;O15552;P01185;
1.0;0.0;O43193;P01185;
1.0;0.0;O43493;P01185;
1.0;0.0;O43613;P01185;
1.0;0.0;O43614;P01185;
1.0;0.0;O75388;P01185;
1.0;0.0;O95665;P01185;
1.0;0.0;O95838;P01185;
1.0;0.0;P01130;P01185;
1.0;0.0;O00155;P01189;
1.0;0.0;O00222;P01189;
1.0;0.0;O00574;P01189;
1.0;0.0;O15303;P01189;
1.0;0.0;O43603;P01189;
1.0;0.0;O60755;P01189;
1.0;0.0;O75388;P01189;
1.0;0.0;O95136;P01189;
1.0;0.0;O95838;P01189;
1.0;0.0;O95977;P01189;
1.0;0.0;O00155;P01215;
1.0;0.0;O75388;P01215;
1.0;0.0;O95838;P01215;
1.0;0.0;O00155;P01222;
1.0;0.0;O75388;P01222;
1.0;0.0;O95838;P01222;
1.0;0.0;O00155;P01225;
1.0;0.0;O75388;P01225;
1.0;0.0;O95838;P01225;
1.0;0.0;O00155;P01229;
1.0;0.0;O75388;P01229;
1.0;0.0;O95838;P01229;
1.0;0.0;O00155;P01258;
1.0;0.0;O75388;P01258;
1.0;0.0;O95838;P01258;
1.0;0.0;O00155;P01270;
1.0;0.0;O75388;P01270;
1.0;0.0;O95838;P01270;
1.0;0.0;O00155;P01275;
1.0;0.0;O00254;P01275;
1.0;0.0;O00398;P01275;
1.0;0.0;O14842;P01275;
1.0;0.0;O14843;P01275;
1.0;0.0;O15552;P01275;
1.0;0.0;O43193;P01275;
1.0;0.0;O43613;P01275;
1.0;0.0;O43614;P01275;
1.0;0.0;O75388;P01275;
1.0;0.0;O95665;P01275;
1.0;0.0;O95838;P01275;
1.0;0.0;O00155;P01282;
1.0;0.0;O75388;P01282;
1.0;0.0;O95838;P01282;
1.0;0.0;O00155;P01286;
1.0;0.0;O75388;P01286;
1.0;0.0;O95838;P01286;
1.0;0.0;O00155;P04090;
1.0;0.0;O75388;P04090;
1.0;0.0;O95838;P04090;
1.0;0.0;O00155;P06850;
1.0;0.0;O75388;P06850;
1.0;0.0;O95838;P06850;
1.0;0.0;O00155;P06881;
1.0;0.0;O75388;P06881;
1.0;0.0;O95838;P06881;
1.0;0.0;O00155;P09681;
1.0;0.0;O75388;P09681;
1.0;0.0;O95838;P09681;
1.0;0.0;P07550;P09681;
1.0;0.0;P08588;P09681;
1.0;0.0;O00155;P09683;
1.0;0.0;O75388;P09683;
1.0;0.0;O95838;P09683;
1.0;0.0;P07550;P09683;
1.0;0.0;P08588;P09683;
1.0;0.0;O00155;P0C0P6;
1.0;0.0;O00254;P0C0P6;
1.0;0.0;O00398;P0C0P6;
1.0;0.0;O14842;P0C0P6;
1.0;0.0;O14843;P0C0P6;
1.0;0.0;O15552;P0C0P6;
1.0;0.0;O43193;P0C0P6;
1.0;0.0;O43613;P0C0P6;
1.0;0.0;O43614;P0C0P6;
1.0;0.0;O75388;P0C0P6;
1.0;0.0;O95665;P0C0P6;
1.0;0.0;O95838;P0C0P6;
1.0;0.0;P05067;P0C0P6;
1.0;0.0;P07550;P0C0P6;
1.0;0.0;P08588;P0C0P6;
1.0;0.0;P08912;P0C0P6;
1.0;0.0;O00155;P10092;
1.0;0.0;O75388;P10092;
1.0;0.0;O95838;P10092;
1.0;0.0;P07550;P10092;
1.0;0.0;P08588;P10092;
1.0;0.0;O00155;P10997;
1.0;0.0;O75388;P10997;
1.0;0.0;O95838;P10997;
1.0;0.0;P07550;P10997;
1.0;0.0;P08588;P10997;
1.0;0.0;O00155;P12272;
1.0;0.0;O75388;P12272;
1.0;0.0;O95838;P12272;
1.0;0.0;P07550;P12272;
1.0;0.0;P08588;P12272;
1.0;0.0;O00155;P18509;
1.0;0.0;O75388;P18509;
1.0;0.0;O95838;P18509;
1.0;0.0;P04629;P18509;
1.0;0.0;P07550;P18509;
1.0;0.0;P08588;P18509;
1.0;0.0;P13945;P18509;
1.0;0.0;P16473;P18509;
1.0;0.0;O00155;P35318;
1.0;0.0;O75388;P35318;
1.0;0.0;O95838;P35318;
1.0;0.0;P07550;P35318;
1.0;0.0;P08588;P35318;
1.0;0.0;P13945;P35318;
1.0;0.0;P16473;P35318;
1.0;0.0;P21918;P35318;
1.0;0.0;P22888;P35318;
1.0;0.0;P23945;P35318;
1.0;0.0;P25021;P35318;
1.0;0.0;P29274;P35318;
1.0;0.0;P29275;P35318;
1.0;0.0;P30518;P35318;
1.0;0.0;P30988;P35318;
1.0;0.0;P32241;P35318;
1.0;0.0;P32245;P35318;
1.0;0.0;P33032;P35318;
1.0;0.0;P34969;P35318;
1.0;0.0;O00155;P51460;
1.0;0.0;O75388;P51460;
1.0;0.0;O95838;P51460;
1.0;0.0;P07550;P51460;
1.0;0.0;P08588;P51460;
1.0;0.0;P13945;P51460;
1.0;0.0;P16473;P51460;
1.0;0.0;P21918;P51460;
1.0;0.0;P22888;P51460;
1.0;0.0;P23945;P51460;
1.0;0.0;P25021;P51460;
1.0;0.0;P29274;P51460;
1.0;0.0;P29275;P51460;
1.0;0.0;P30518;P51460;
1.0;0.0;P30988;P51460;
1.0;0.0;P32241;P51460;
1.0;0.0;P32245;P51460;
1.0;0.0;P33032;P51460;
1.0;0.0;P34969;P51460;
1.0;0.0;P35408;P51460;
1.0;0.0;P41586;P51460;
1.0;0.0;P41587;P51460;
1.0;0.0;P41968;P51460;
1.0;0.0;P43116;P51460;
1.0;0.0;P43119;P51460;
1.0;0.0;P47871;P51460;
1.0;0.0;P47872;P51460;
1.0;0.0;P49190;P51460;
1.0;0.0;P50406;P51460;
1.0;0.0;O00155;Q7Z4H4;
1.0;0.0;O75388;Q7Z4H4;
1.0;0.0;O95838;Q7Z4H4;
1.0;0.0;P07550;Q7Z4H4;
1.0;0.0;P08588;Q7Z4H4;
1.0;0.0;P13945;Q7Z4H4;
1.0;0.0;P16473;Q7Z4H4;
1.0;0.0;P21918;Q7Z4H4;
1.0;0.0;P22888;Q7Z4H4;
1.0;0.0;P23945;Q7Z4H4;
1.0;0.0;P25021;Q7Z4H4;
1.0;0.0;P29274;Q7Z4H4;
1.0;0.0;P29275;Q7Z4H4;
1.0;0.0;P30518;Q7Z4H4;
1.0;0.0;P30988;Q7Z4H4;
1.0;0.0;P32241;Q7Z4H4;
1.0;0.0;P32245;Q7Z4H4;
1.0;0.0;P33032;Q7Z4H4;
1.0;0.0;P34969;Q7Z4H4;
1.0;0.0;P35408;Q7Z4H4;
1.0;0.0;P41586;Q7Z4H4;
1.0;0.0;P41587;Q7Z4H4;
1.0;0.0;P41968;Q7Z4H4;
1.0;0.0;P43116;Q7Z4H4;
1.0;0.0;P43119;Q7Z4H4;
1.0;0.0;P47871;Q7Z4H4;
1.0;0.0;P47872;Q7Z4H4;
1.0;0.0;P49190;Q7Z4H4;
1.0;0.0;P50406;Q7Z4H4;
1.0;0.0;Q01718;Q7Z4H4;
1.0;0.0;Q01726;Q7Z4H4;
1.0;0.0;Q02643;Q7Z4H4;
1.0;0.0;Q03431;Q7Z4H4;
1.0;0.0;Q13258;Q7Z4H4;
1.0;0.0;Q13324;Q7Z4H4;
1.0;0.0;Q13639;Q7Z4H4;
1.0;0.0;Q14439;Q7Z4H4;
1.0;0.0;Q6W5P4;Q7Z4H4;
1.0;0.0;O00155;Q8WXF3;
1.0;0.0;O00222;Q8WXF3;
1.0;0.0;O00574;Q8WXF3;
1.0;0.0;O15303;Q8WXF3;
1.0;0.0;O43603;Q8WXF3;
1.0;0.0;O60755;Q8WXF3;
1.0;0.0;O75388;Q8WXF3;
1.0;0.0;O95136;Q8WXF3;
1.0;0.0;O95838;Q8WXF3;
1.0;0.0;O95977;Q8WXF3;
1.0;0.0;P05067;Q8WXF3;
1.0;0.0;P07550;Q8WXF3;
1.0;0.0;P08172;Q8WXF3;
1.0;0.0;P08173;Q8WXF3;
1.0;0.0;P08588;Q8WXF3;
1.0;0.0;P0DMS8;Q8WXF3;
1.0;0.0;P13945;Q8WXF3;
1.0;0.0;P16473;Q8WXF3;
1.0;0.0;P18825;Q8WXF3;
1.0;0.0;P21453;Q8WXF3;
1.0;0.0;P21462;Q8WXF3;
1.0;0.0;P21730;Q8WXF3;
1.0;0.0;P21918;Q8WXF3;
1.0;0.0;P22888;Q8WXF3;
1.0;0.0;P23945;Q8WXF3;
1.0;0.0;P25021;Q8WXF3;
1.0;0.0;P25024;Q8WXF3;
1.0;0.0;P25025;Q8WXF3;
1.0;0.0;P25089;Q8WXF3;
1.0;0.0;P25090;Q8WXF3;
1.0;0.0;P25106;Q8WXF3;
1.0;0.0;P25929;Q8WXF3;
1.0;0.0;P28566;Q8WXF3;
1.0;0.0;P29274;Q8WXF3;
1.0;0.0;P29275;Q8WXF3;
1.0;0.0;P30518;Q8WXF3;
1.0;0.0;P30542;Q8WXF3;
1.0;0.0;P30872;Q8WXF3;
1.0;0.0;P30939;Q8WXF3;
1.0;0.0;P30988;Q8WXF3;
1.0;0.0;P31391;Q8WXF3;
1.0;0.0;P32241;Q8WXF3;
1.0;0.0;P32245;Q8WXF3;
1.0;0.0;P32246;Q8WXF3;
1.0;0.0;P32248;Q8WXF3;
1.0;0.0;P32302;Q8WXF3;
1.0;0.0;P33032;Q8WXF3;
1.0;0.0;P34969;Q8WXF3;
1.0;0.0;P34972;Q8WXF3;
1.0;0.0;P35408;Q8WXF3;
1.0;0.0;P35414;Q8WXF3;
1.0;0.0;P35462;Q8WXF3;
1.0;0.0;P41180;Q8WXF3;
1.0;0.0;P41586;Q8WXF3;
1.0;0.0;P41587;Q8WXF3;
1.0;0.0;P41597;Q8WXF3;
1.0;0.0;P41968;Q8WXF3;
1.0;0.0;P43115;Q8WXF3;
1.0;0.0;P43116;Q8WXF3;
1.0;0.0;P43119;Q8WXF3;
1.0;0.0;P46092;Q8WXF3;
1.0;0.0;P46663;Q8WXF3;
1.0;0.0;P47211;Q8WXF3;
1.0;0.0;P47871;Q8WXF3;
1.0;0.0;P47872;Q8WXF3;
1.0;0.0;P47898;Q8WXF3;
1.0;0.0;P48039;Q8WXF3;
1.0;0.0;P48145;Q8WXF3;
1.0;0.0;P48146;Q8WXF3;
1.0;0.0;P49019;Q8WXF3;
1.0;0.0;P49146;Q8WXF3;
1.0;0.0;P49190;Q8WXF3;
1.0;0.0;P49286;Q8WXF3;
1.0;0.0;P49682;Q8WXF3;
1.0;0.0;P50052;Q8WXF3;
1.0;0.0;P50391;Q8WXF3;
1.0;0.0;P50406;Q8WXF3;
1.0;0.0;P51582;Q8WXF3;
1.0;0.0;P51677;Q8WXF3;
1.0;0.0;P51679;Q8WXF3;
1.0;0.0;P51684;Q8WXF3;
1.0;0.0;P51685;Q8WXF3;
1.0;0.0;P51686;Q8WXF3;
1.0;0.0;P61073;Q8WXF3;
1.0;0.0;Q01718;Q8WXF3;
1.0;0.0;Q01726;Q8WXF3;
1.0;0.0;Q02643;Q8WXF3;
1.0;0.0;Q03431;Q8WXF3;
1.0;0.0;Q13258;Q8WXF3;
1.0;0.0;Q13304;Q8WXF3;
1.0;0.0;Q13324;Q8WXF3;
1.0;0.0;Q13639;Q8WXF3;
1.0;0.0;Q14330;Q8WXF3;
1.0;0.0;Q14439;Q8WXF3;
1.0;0.0;Q14831;Q8WXF3;
1.0;0.0;Q14832;Q8WXF3;
1.0;0.0;Q14833;Q8WXF3;
1.0;0.0;Q15391;Q8WXF3;
1.0;0.0;Q15761;Q8WXF3;
1.0;0.0;Q16581;Q8WXF3;
1.0;0.0;Q6W5P4;Q8WXF3;
1.0;0.0;Q8NGU9;Q8WXF3;
1.0;0.0;Q8TDS4;Q8WXF3;
1.0;0.0;Q8TDS5;Q8WXF3;
1.0;0.0;Q8TDU6;Q8WXF3;
1.0;0.703;Q8TDU9;Q8WXF3;
1.0;0.0;Q8WXD0;Q8WXF3;
1.0;0.0;O00155;Q96A98;
1.0;0.0;O75388;Q96A98;
1.0;0.0;O95838;Q96A98;
1.0;0.0;P07550;Q96A98;
1.0;0.0;P08588;Q96A98;
1.0;0.0;P13945;Q96A98;
1.0;0.0;P16473;Q96A98;
1.0;0.0;P21918;Q96A98;
1.0;0.0;P22888;Q96A98;
1.0;0.0;P23945;Q96A98;
1.0;0.0;P25021;Q96A98;
1.0;0.0;P29274;Q96A98;
1.0;0.0;P29275;Q96A98;
1.0;0.0;P30518;Q96A98;
1.0;0.0;P30988;Q96A98;
1.0;0.0;P32241;Q96A98;
1.0;0.0;P32245;Q96A98;
1.0;0.0;P33032;Q96A98;
1.0;0.0;P34969;Q96A98;
1.0;0.0;P35408;Q96A98;
1.0;0.0;P41586;Q96A98;
1.0;0.0;P41587;Q96A98;
1.0;0.0;P41968;Q96A98;
1.0;0.0;P43116;Q96A98;
1.0;0.0;P43119;Q96A98;
1.0;0.0;P47871;Q96A98;
1.0;0.0;P47872;Q96A98;
1.0;0.0;P49190;Q96A98;
1.0;0.0;P50406;Q96A98;
1.0;0.0;Q01718;Q96A98;
1.0;0.0;Q01726;Q96A98;
1.0;0.0;Q02643;Q96A98;
1.0;0.0;Q03431;Q96A98;
1.0;0.0;Q13258;Q96A98;
1.0;0.0;Q13324;Q96A98;
1.0;0.0;Q13639;Q96A98;
1.0;0.0;Q14439;Q96A98;
1.0;0.0;Q6W5P4;Q96A98;
1.0;0.0;Q8NGU9;Q96A98;
1.0;0.0;Q8TDU6;Q96A98;
1.0;0.0;Q8WXD0;Q96A98;
1.0;0.0;O15056;P02786;
1.0;0.0;O43493;P02786;
0.141;0.0389;O75787;P02786;
0.171;0.114;O94985;P02786;
1.0;0.0;P01130;P02786;
1.0;0.0;P01185;P02786;
0.14400000000000002;0.0484;P02751;P02786;
0.36200000000000004;0.40399999999999997;P02768;P02786;
0.145;0.0509;P04629;P33527;
0.145;0.0517;P25311;P33527;
1.0;0.0;O00222;P61073;
1.0;0.0;O00574;P61073;
1.0;0.0;O15303;P61073;
1.0;0.0;O43603;P61073;
0.644;0.626;O60603;P61073;
1.0;0.0;O60755;P61073;
1.0;0.0;O95136;P61073;
1.0;0.0;O95977;P61073;
0.231;0.231;P01889;P61073;
0.369;0.41100000000000003;P04233;P61073;
1.0;0.0;P05067;P61073;
1.0;0.0;P08172;P61073;
1.0;0.0;P08173;P61073;
1.0;0.0;P0DMS8;P61073;
0.231;0.231;P10321;P61073;
1.0;0.0;P18825;P61073;
1.0;0.0;P21453;P61073;
1.0;0.0;P21462;P61073;
1.0;0.0;P21730;P61073;
1.0;0.0;P25024;P61073;
1.0;0.0;P25025;P61073;
1.0;0.0;P25089;P61073;
1.0;0.0;P25090;P61073;
1.0;0.461;P25106;P61073;
0.171;0.113;P25116;P61073;
1.0;0.0;P25929;P61073;
1.0;0.0;P28566;P61073;
1.0;0.0;P30542;P61073;
1.0;0.0;P30872;P61073;
1.0;0.0;P30939;P61073;
1.0;0.0;P31391;P61073;
0.355;0.396;P32121;P61073;
1.0;0.0;P32246;P61073;
1.0;0.0;P32248;P61073;
1.0;0.146;P32302;P61073;
1.0;0.0;P34972;P61073;
1.0;0.0;P35414;P61073;
1.0;0.0;P35462;P61073;
1.0;0.0;P41180;P61073;
1.0;0.0;P41597;P61073;
1.0;0.0;P43115;P61073;
1.0;0.0;P46092;P61073;
1.0;0.0;P46663;P61073;
1.0;0.0;P47211;P61073;
1.0;0.0;P47898;P61073;
1.0;0.0;P48039;P61073;
1.0;0.0;P48145;P61073;
1.0;0.0;P48146;P61073;
1.0;0.0;P49019;P61073;
1.0;0.0;P49146;P61073;
1.0;0.0;P49286;P61073;
1.0;0.0;P49682;P61073;
1.0;0.0;P50052;P61073;
1.0;0.0;P50391;P61073;
1.0;0.0;P51582;P61073;
1.0;0.0;P51677;P61073;
1.0;0.0;P51679;P61073;
1.0;0.0;P51684;P61073;
1.0;0.0;P51685;P61073;
1.0;0.0;P51686;P61073;
1.0;0.0;O00230;P61073;
1.0;0.0;O00585;P61073;
1.0;0.0;O14625;P61073;
1.0;0.0;O15444;P61073;
1.0;0.0;O15467;P61073;
1.0;0.0;O43927;P61073;
0.39299999999999996;0.436;O95715;P61073;
1.0;0.0;P01019;P61073;
1.0;0.0;P01024;P61073;
1.0;0.0;P01031;P61073;
1.0;0.0;P01042;P61073;
1.0;0.0;P01189;P61073;
1.0;0.0;P01210;P61073;
1.0;0.0;P01213;P61073;
1.0;0.0;P01298;P61073;
1.0;0.0;P01303;P61073;
1.0;0.0;P02775;P61073;
1.0;0.0;P02776;P61073;
1.0;0.0;P02778;P61073;
1.0;0.0;P04083;P61073;
1.0;0.0;P09341;P61073;
1.0;0.0;P0DJI8;P61073;
1.0;0.0;P10082;P61073;
1.0;0.0;P10145;P61073;
1.0;0.0;P13501;P61073;
1.0;0.0;P19875;P61073;
1.0;0.0;P19876;P61073;
1.0;0.0;P20382;P61073;
1.0;0.0;P22466;P61073;
1.0;0.0;P42830;P61073;
1.0;0.784;P48061;P61073;
1.0;0.0;P48645;P61073;
1.0;0.0;P55773;P61073;
0.14400000000000002;0.0489;O00299;P62330;
0.141;0.0395;O43493;P62330;
0.14400000000000002;0.0479;P00505;P62330;
0.168;0.107;P02786;P62330;
0.142;0.0428;P05067;P62330;
0.151;0.0667;P14672;P62330;
0.366;0.408;P20309;P62330;
0.14400000000000002;0.0477;P30480;P62330;
0.24;0.244;P32121;P62330;
0.386;0.428;P35125;P62330;
0.24;0.245;P49407;P62330;
0.14400000000000002;0.0485;P02751;P62330;
0.20800000000000002;0.191;O00222;P63165;
0.146;0.054000000000000006;O00299;P63165;
0.215;0.20199999999999999;O15169;P63165;
0.17800000000000002;0.129;O15303;P63165;
0.365;0.40700000000000003;O43581;P63165;
0.146;0.0543;O60711;P63165;
0.152;0.0682;P00505;P63165;
0.146;0.0533;P01889;P63165;
0.146;0.0535;P01892;P63165;
0.184;0.142;P03372;P63165;
0.157;0.0816;P04264;P63165;
0.146;0.0533;P04439;P63165;
0.152;0.0684;P05067;P63165;
0.17800000000000002;0.131;P05186;P63165;
0.187;0.149;P05187;P63165;
1.0;0.149;P06733;P63165;
1.0;0.474;P07900;P63165;
1.0;0.23600000000000002;P08865;P63165;
1.0;0.183;P09104;P63165;
0.17800000000000002;0.13;P09923;P63165;
0.146;0.0532;P10321;P63165;
0.17800000000000002;0.131;P10696;P63165;
1.0;0.183;P11142;P63165;
1.0;0.142;P12814;P63165;
0.174;0.122;P13569;P63165;
0.146;0.0537;P14735;P63165;
0.17800000000000002;0.13;P15391;P63165;
0.16;0.0882;P17655;P63165;
0.42700000000000005;0.467;P19438;P63165;
0.17800000000000002;0.131;P21796;P63165;
0.24100000000000002;0.248;P22460;P63165;
0.145;0.0514;P22681;P63165;
0.146;0.0535;P25098;P63165;
0.22699999999999998;0.22399999999999998;P25445;P63165;
0.191;0.158;P25942;P63165;
0.146;0.0533;P30443;P63165;
0.146;0.0537;P30450;P63165;
0.146;0.054000000000000006;P30466;P63165;
0.16699999999999998;0.106;P35222;P63165;
0.19;0.156;P48023;P63165;
0.145;0.0521;P49755;P63165;
0.302;0.33399999999999996;P50895;P63165;
1.0;0.0883;P53041;P63165;
0.263;0.281;P57739;P63165;
0.185;0.14400000000000002;O60218;P63165;
0.151;0.0672;O95467;P63165;
0.163;0.0951;O96009;P63165;
0.146;0.0544;P00749;P63165;
0.163;0.0955;P00797;P63165;
0.146;0.0546;P02765;P63165;
0.146;0.0542;P02788;P63165;
0.175;0.12300000000000001;P06744;P63165;
0.161;0.092;P07339;P63165;
0.163;0.0958;P0DJD8;P63165;
0.163;0.0956;P0DJD9;P63165;
0.151;0.067;P10599;P63165;
0.17600000000000002;0.127;P22626;P63165;
0.344;0.384;P37840;P63165;
0.145;0.0521;P53621;P63165;
0.237;0.24100000000000002;P60484;P63165;
1.0;0.149;P62937;P63165;
0.14400000000000002;0.0491;P04629;Q15758;
0.155;0.0772;P07550;Q15758;
0.141;0.0394;P12830;Q15758;
0.14800000000000002;0.0593;P19438;Q15758;
0.14800000000000002;0.0599;P20333;Q15758;
0.14400000000000002;0.0484;P30480;Q15758;
0.145;0.0495;O00182;Q15758;
0.154;0.073;P02768;Q15758;
0.159;0.0861;P17931;Q15758;
0.145;0.0498;O00186;P04629;
0.14400000000000002;0.049;O00299;P04629;
0.145;0.0498;O15031;P04629;
0.14400000000000002;0.0488;O15173;P04629;
0.145;0.0513;O60443;P04629;
0.14400000000000002;0.0486;O60610;P04629;
0.14400000000000002;0.0486;O60716;P04629;
0.145;0.0509;O75054;P04629;
0.14400000000000002;0.0483;O75122;P04629;
0.145;0.0502;O75131;P04629;
0.145;0.0502;O75473;P04629;
0.145;0.05;O75976;P04629;
0.145;0.0505;O95490;P04629;
0.14400000000000002;0.0482;P00505;P04629;
0.14400000000000002;0.048;P02786;P04629;
0.14400000000000002;0.0486;P04439;P04629;
0.145;0.05;A3KMH1;P04629;
0.145;0.0504;O15240;P04629;
0.14400000000000002;0.0486;O43852;P04629;
0.145;0.0496;O94964;P04629;
0.14400000000000002;0.0479;O95467;P04629;
1.0;0.769;P01138;P04629;
0.14400000000000002;0.0494;P02788;P04629;
0.155;0.0759;O00186;P48039;
1.0;0.0;O00222;P48039;
0.188;0.151;O00264;P48039;
0.154;0.0751;O00548;P48039;
1.0;0.0;O00574;P48039;
1.0;0.0;O15303;P48039;
1.0;0.0;O43603;P48039;
1.0;0.0;O60755;P48039;
0.156;0.0792;O75074;P48039;
1.0;0.0;O95136;P48039;
1.0;0.0;O95977;P48039;
1.0;0.0;P05067;P48039;
1.0;0.0;P08172;P48039;
